mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_classifier__n_estimators,param_classifier__min_samples_split,param_classifier__min_samples_leaf,param_classifier__max_features,param_classifier__max_depth,param_classifier__criterion,param_classifier__class_weight,param_classifier__bootstrap,params,split0_test_f1_macro,split1_test_f1_macro,split2_test_f1_macro,split3_test_f1_macro,split4_test_f1_macro,mean_test_f1_macro,std_test_f1_macro,rank_test_f1_macro,split0_train_f1_macro,split1_train_f1_macro,split2_train_f1_macro,split3_train_f1_macro,split4_train_f1_macro,mean_train_f1_macro,std_train_f1_macro,split0_test_bal_acc,split1_test_bal_acc,split2_test_bal_acc,split3_test_bal_acc,split4_test_bal_acc,mean_test_bal_acc,std_test_bal_acc,rank_test_bal_acc,split0_train_bal_acc,split1_train_bal_acc,split2_train_bal_acc,split3_train_bal_acc,split4_train_bal_acc,mean_train_bal_acc,std_train_bal_acc,split0_test_f1_weighted,split1_test_f1_weighted,split2_test_f1_weighted,split3_test_f1_weighted,split4_test_f1_weighted,mean_test_f1_weighted,std_test_f1_weighted,rank_test_f1_weighted,split0_train_f1_weighted,split1_train_f1_weighted,split2_train_f1_weighted,split3_train_f1_weighted,split4_train_f1_weighted,mean_train_f1_weighted,std_train_f1_weighted
546.5526333332061,6.927009881426121,2.4546482086181642,0.7137579599581978,300,50,1,log2,10,gini,,True,"{'classifier__n_estimators': 300, 'classifier__min_samples_split': 50, 'classifier__min_samples_leaf': 1, 'classifier__max_features': 'log2', 'classifier__max_depth': 10, 'classifier__criterion': 'gini', 'classifier__class_weight': None, 'classifier__bootstrap': True}",0.744995776636112,0.7510557672950686,0.7418938630105215,0.746161576091345,0.7419247265134532,0.7452063419093001,0.0033738436087526586,7,0.774356876628761,0.780612116302465,0.771019652682446,0.7730901864574078,0.7788102025065358,0.775577806915523,0.0035846435968317626,0.891580962634027,0.8943953534423612,0.9003365931473489,0.8864312454718257,0.8818663144244567,0.890922093824004,0.006376602503686757,8,0.9399756829783235,0.9402357387652012,0.9380209238061873,0.9393949216695617,0.9405069882138362,0.9396268510866219,0.0008831605676247866,0.9403928717647141,0.9421981962873075,0.9371132814658101,0.9409804843524529,0.9386477666236384,0.9398665200987846,0.0017899921388702547,7,0.9485960684692968,0.9511219206633081,0.9477996015242709,0.9481960029262895,0.9507880580034407,0.9493003303173213,0.001378349426241052
989.1988677024841,33.823032718495995,2.5073734760284423,0.8995557612799403,200,50,4,sqrt,20,gini,balanced,True,"{'classifier__n_estimators': 200, 'classifier__min_samples_split': 50, 'classifier__min_samples_leaf': 4, 'classifier__max_features': 'sqrt', 'classifier__max_depth': 20, 'classifier__criterion': 'gini', 'classifier__class_weight': 'balanced', 'classifier__bootstrap': True}",0.8589662440050191,0.8697836655719525,0.8662585075616764,0.8657478265871277,0.8616972313505886,0.8644906950152729,0.0037694582240067062,4,0.9327156526116818,0.934343036047529,0.9330134206585029,0.9382361291511211,0.9386698393233066,0.9353956155584283,0.002559454484717255,0.8978241353622731,0.9110827706300487,0.9147435593318282,0.8920999061622148,0.8916899644171756,0.9014880671807081,0.00964708440818504,1,0.9915147052872232,0.9916687928723166,0.9903468210416646,0.9914668267731986,0.991947071096338,0.9913888434141482,0.0005473066936244764,0.9732363239533962,0.9746756573425969,0.9739394179637412,0.9745157143617299,0.9730070645448764,0.9738748356332682,0.0006658732100509435,3,0.9892948198415144,0.9895837262378628,0.9893753590491795,0.9897358422818178,0.9899345965692303,0.9895848687959209,0.00023372057857138577
4871.003977108002,11.013866307661353,0.13814826011657716,0.08061375257989403,200,2,1,,20,entropy,,True,"{'classifier__n_estimators': 200, 'classifier__min_samples_split': 2, 'classifier__min_samples_leaf': 1, 'classifier__max_features': None, 'classifier__max_depth': 20, 'classifier__criterion': 'entropy', 'classifier__class_weight': None, 'classifier__bootstrap': True}",0.8706469952855548,0.8628724834248288,0.8707815368924792,0.881378667349261,0.8621644009065266,0.86956881677173,0.006953732584162964,3,0.986333115885536,0.9865628926221461,0.9880486265486823,0.996150662903222,0.9806482449519844,0.9875487085823142,0.004986169534569955,0.8908231028333535,0.8965648435047822,0.9012530272475894,0.880940494864672,0.8837821724512891,0.8906727281803372,0.007601032659461322,9,0.999551237556853,0.9995650408922492,0.9995374810524253,0.9998308341150496,0.9993183153623406,0.9995605817957836,0.00016270844079396225,0.9723744139429836,0.9730526481439647,0.9713363959316185,0.9757129837461904,0.9704076909124207,0.9725768265354355,0.0018081303351923528,4,0.9988318172803009,0.9988887561436057,0.9987639690088104,0.9996309010589742,0.9980577865281778,0.9988346460039738,0.0004990919563130103
551.0229471206665,11.176124927115719,2.6953375339508057,0.48226712314340336,200,2,2,log2,10,entropy,,True,"{'classifier__n_estimators': 200, 'classifier__min_samples_split': 2, 'classifier__min_samples_leaf': 2, 'classifier__max_features': 'log2', 'classifier__max_depth': 10, 'classifier__criterion': 'entropy', 'classifier__class_weight': None, 'classifier__bootstrap': True}",0.7483389946133311,0.7496470203033895,0.7410792623677958,0.7422612803762253,0.739578879104065,0.7441810873529613,0.004041086825029707,8,0.7801223930596428,0.7811666829724082,0.7731525074206014,0.7740538867393955,0.782328792680041,0.7781648525744178,0.003800131359059032,0.8955148180689184,0.902426755997736,0.901846228131863,0.8898548745197798,0.8817660295037169,0.8942817412444029,0.00776303284845876,7,0.9495750368279282,0.9500414375100718,0.9467913459073187,0.9468386695275359,0.950204779899534,0.9486902539344777,0.0015450917923519115,0.9415379948825683,0.9411180771140224,0.9372213470758222,0.9391478096302343,0.9381788112594102,0.9394408079924116,0.001662282473779175,8,0.9510584029491347,0.9515090359344258,0.9490088214866749,0.9487193020696308,0.9524425831937705,0.9505476291267273,0.0014482232317252768
378.1957632541656,44.779304485523426,1.6239138126373291,1.081620287858953,100,50,2,log2,10,entropy,balanced,True,"{'classifier__n_estimators': 100, 'classifier__min_samples_split': 50, 'classifier__min_samples_leaf': 2, 'classifier__max_features': 'log2', 'classifier__max_depth': 10, 'classifier__criterion': 'entropy', 'classifier__class_weight': 'balanced', 'classifier__bootstrap': True}",0.7426268671286647,0.7453276776573932,0.7385707289220435,0.7402203148730229,0.7407292973372221,0.7414949771836692,0.002312272704415478,10,0.7725390787589426,0.7723889294304243,0.7675900054613699,0.7670087931331354,0.7775990671317837,0.7714251747831311,0.0038600389227378532,0.8908283046784407,0.9044572637753518,0.9013549163559192,0.8918604879376539,0.8838742618453468,0.8944750469185425,0.007476477093526021,6,0.9446384390242274,0.9447113310799808,0.9444284847342628,0.943259247128527,0.9461771663497516,0.9446429336633498,0.0009294240274753631,0.9391909449718563,0.9389285791535888,0.9354894818411457,0.9381606847533821,0.9381201639067844,0.9379779709253515,0.0013130988652969536,10,0.9476994297990619,0.947649993104061,0.9459266221244472,0.9456704933511229,0.94998863712094,0.9473870350999265,0.001550122064229886
1056.8927690982819,61.646133391825565,2.8705689907073975,1.5630050320710234,200,2,8,sqrt,10,entropy,balanced,True,"{'classifier__n_estimators': 200, 'classifier__min_samples_split': 2, 'classifier__min_samples_leaf': 8, 'classifier__max_features': 'sqrt', 'classifier__max_depth': 10, 'classifier__criterion': 'entropy', 'classifier__class_weight': 'balanced', 'classifier__bootstrap': True}",0.7773343981470978,0.7787650783694373,0.7686565049395921,0.768013794720899,0.7690177367680143,0.7723575025890083,0.004680720759917417,5,0.8118417331693756,0.8124088609402109,0.8010304202494811,0.8032396739587515,0.8135613083807465,0.8084163993397132,0.005205649302590843,0.9033411792652464,0.9068701622812151,0.9116594626347221,0.8923390632507873,0.8892249917363977,0.9006869718336737,0.008564307106100932,3,0.9551734984447677,0.9560580114157078,0.9561279039861953,0.9531068342857981,0.956237611547702,0.9553407719360342,0.0011795582622891102,0.9524483656925682,0.9524136838057025,0.9483773441693067,0.9501615929714613,0.9491815879303013,0.950516514913868,0.0016622483777313168,5,0.9618833371426113,0.9619359642885479,0.9588130204825202,0.9590461812468627,0.9626399066078443,0.9608636819536773,0.0016033079193109555
998.5260273933411,37.45813207592357,2.2969034194946287,0.47420267883297584,200,50,2,sqrt,10,entropy,,True,"{'classifier__n_estimators': 200, 'classifier__min_samples_split': 50, 'classifier__min_samples_leaf': 2, 'classifier__max_features': 'sqrt', 'classifier__max_depth': 10, 'classifier__criterion': 'entropy', 'classifier__class_weight': None, 'classifier__bootstrap': True}",0.7761856525774041,0.7763675636766789,0.7627489664030251,0.7660494290199682,0.7696527977783739,0.77020088189109,0.005420543256713245,6,0.8067326191799863,0.8077697697062431,0.7950974529190912,0.7994344063771492,0.8125406609815107,0.8043149818327961,0.006232578649385696,0.9029272030232267,0.9067520955875261,0.9109456804493247,0.8954138293927478,0.8878476559150862,0.9007772928735823,0.008242071819650202,2,0.9525217039135663,0.9526058750583909,0.9525609066760004,0.9531553251165187,0.9545404801779898,0.9530768581884933,0.0007674078091843844,0.9517668411853915,0.9518714084392248,0.9461164985755899,0.9491566595572776,0.9493772666842571,0.9496577348883483,0.002108021512498857,6,0.9602912309038981,0.9600942852668091,0.9565992279487168,0.9579124365447824,0.9619197044469026,0.9593633770222219,0.0018801966896871798
638.4248708248139,43.467197025840086,1.677558994293213,0.3514600264560216,100,5,1,sqrt,20,gini,,True,"{'classifier__n_estimators': 100, 'classifier__min_samples_split': 5, 'classifier__min_samples_leaf': 1, 'classifier__max_features': 'sqrt', 'classifier__max_depth': 20, 'classifier__criterion': 'gini', 'classifier__class_weight': None, 'classifier__bootstrap': True}",0.8718710872266454,0.8864571692683727,0.8751568162566553,0.8765636461999256,0.8781515052043283,0.8776400448311854,0.004870507264420442,2,0.9571886373489026,0.9587823602725443,0.9563700456541708,0.9640178207017163,0.9638015787372443,0.9600320885429156,0.0032604512181090284,0.8922562933605853,0.9055275976027017,0.9081592992633226,0.8857165433694456,0.889160818051175,0.896164110329446,0.00900031380626827,5,0.9977866330925347,0.9981097240802761,0.9976901882181464,0.9979265554888898,0.998061125080844,0.997914845192138,0.00015901057598761168,0.9766819826200539,0.9792841297728844,0.9765951056112344,0.9772174157635583,0.9769991214238365,0.9773555510383135,0.0009896980369071314,2,0.9957617965644734,0.9959236340736417,0.9957064160253529,0.9963979149885341,0.996297446693106,0.9960174416690217,0.00028073261150901585
976.9413771629333,94.78263372504229,1.3219829082489014,0.3236637131788944,300,5,1,sqrt,20,gini,,True,"{'classifier__n_estimators': 300, 'classifier__min_samples_split': 5, 'classifier__min_samples_leaf': 1, 'classifier__max_features': 'sqrt', 'classifier__max_depth': 20, 'classifier__criterion': 'gini', 'classifier__class_weight': None, 'classifier__bootstrap': True}",0.8722167350880357,0.8871208121172935,0.8793600267765219,0.8777182156090373,0.8781420894046013,0.878911575799098,0.004783926822353543,1,0.9594717374863968,0.957716599960559,0.9580438105792789,0.9640178207017163,0.9641744796375485,0.9606848896730998,0.002847576098614093,0.8889776508314838,0.905431038559023,0.9089296939482316,0.8875346970962761,0.8905590395665752,0.896286424000318,0.009014322735418067,4,0.9978271035770874,0.9981322227616068,0.9977419328755104,0.9979265554888898,0.9981250194880662,0.997950566838232,0.00015670383127541526,0.9768928290174795,0.9792013747346104,0.9774678648413024,0.9776873100501291,0.977092126955161,0.9776683011197365,0.0008153752999782272,1,0.996041347549325,0.9958759056776217,0.9958918845693919,0.9963979149885341,0.9963955832744076,0.9961205272118562,0.00023280308765968348
303.54222416877747,44.01421674598347,1.6146347522735596,0.24633269061889926,200,50,4,log2,10,gini,balanced,True,"{'classifier__n_estimators': 200, 'classifier__min_samples_split': 50, 'classifier__min_samples_leaf': 4, 'classifier__max_features': 'log2', 'classifier__max_depth': 10, 'classifier__criterion': 'gini', 'classifier__class_weight': 'balanced', 'classifier__bootstrap': True}",0.7400437253425562,0.7514725226779877,0.7385993827408883,0.7451614813172144,0.7395197772289922,0.7429593778615278,0.004830410621681956,9,0.7685941207269503,0.7784724322450154,0.7681049677791079,0.7729294799745585,0.7757219390369536,0.7727645879525171,0.004011420155578946,0.8897015884334658,0.8924942348854319,0.8985361581954272,0.8854806367509038,0.8785014615131382,0.8889428159556733,0.006726501242954384,10,0.9372799524044947,0.9396171533597746,0.9393154895322355,0.9390776531279815,0.9375799308329988,0.9385740358514971,0.0009543976963025693,0.93835976644514,0.9423807634625769,0.9355694884740956,0.9403690307418026,0.9375004191451005,0.9388358936537431,0.0023493064241175273,9,0.9460447825040013,0.950207363915643,0.9463185182090322,0.9476446432882213,0.9492782342835627,0.947898708440092,0.001626749722719317
