mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_classifier__activation,param_classifier__alpha,param_classifier__batch_size,param_classifier__beta_1,param_classifier__beta_2,param_classifier__hidden_layer_sizes,param_classifier__learning_rate_init,param_classifier__validation_fraction,params,split0_test_f1_macro,split1_test_f1_macro,split2_test_f1_macro,mean_test_f1_macro,std_test_f1_macro,rank_test_f1_macro,split0_train_f1_macro,split1_train_f1_macro,split2_train_f1_macro,mean_train_f1_macro,std_train_f1_macro,split0_test_bal_acc,split1_test_bal_acc,split2_test_bal_acc,mean_test_bal_acc,std_test_bal_acc,rank_test_bal_acc,split0_train_bal_acc,split1_train_bal_acc,split2_train_bal_acc,mean_train_bal_acc,std_train_bal_acc,split0_test_f1_weighted,split1_test_f1_weighted,split2_test_f1_weighted,mean_test_f1_weighted,std_test_f1_weighted,rank_test_f1_weighted,split0_train_f1_weighted,split1_train_f1_weighted,split2_train_f1_weighted,mean_train_f1_weighted,std_train_f1_weighted
1257.5248641967773,18.155351458741652,0.08890287081400554,0.0010014005934535903,relu,0.0006251879315184565,67,0.9809509691291491,0.9847966361581052,"(64,)",0.0017644267564994253,0.15,"{'classifier__activation': 'relu', 'classifier__alpha': 0.0006251879315184565, 'classifier__batch_size': 67, 'classifier__beta_1': 0.9809509691291491, 'classifier__beta_2': 0.9847966361581052, 'classifier__hidden_layer_sizes': (64,), 'classifier__learning_rate_init': 0.0017644267564994253, 'classifier__validation_fraction': 0.15}",0.8355224239721055,0.8103514252627415,0.8229604642274584,0.8229447711541017,0.01027602318380396,40,0.8974282893990203,0.8788248790832662,0.8960694882075895,0.8907742188966253,0.00846764928618741,0.9062629278758401,0.9031204623593594,0.8843866776471021,0.8979233559607671,0.0096574674805322,71,0.9832293188028624,0.9830484400718621,0.9810971943534312,0.9824583177427186,0.0009652881916750142,0.9585563607728871,0.9532307385659479,0.959157406936913,0.9569815020919159,0.0026635170224876374,45,0.9731097695904598,0.968379779099276,0.9742828290079417,0.9719241258992257,0.0025515763464927406
1222.6563618977864,15.751284098957784,0.09414243698120117,0.0025459019179080744,relu,0.0008847116842920126,107,0.9052060004502445,0.9969317002484219,"(64,)",0.001734437991263279,0.15,"{'classifier__activation': 'relu', 'classifier__alpha': 0.0008847116842920126, 'classifier__batch_size': 107, 'classifier__beta_1': 0.9052060004502445, 'classifier__beta_2': 0.9969317002484219, 'classifier__hidden_layer_sizes': (64,), 'classifier__learning_rate_init': 0.001734437991263279, 'classifier__validation_fraction': 0.15}",0.8247558094010673,0.7923132660058048,0.7907311636569844,0.8026000796879522,0.015679775323666597,71,0.8903291545309905,0.8614494825364198,0.8670575083901157,0.8729453818191754,0.012503576921984273,0.8966742892439468,0.9035981012057196,0.8921989025091012,0.8974904309862559,0.004689349509893051,72,0.9812090014368169,0.9822364187459585,0.9846424734540676,0.9826959645456143,0.0014388813432193298,0.9585428684413742,0.9477825812668116,0.9502898308256938,0.9522050935112931,0.004596891586416545,70,0.9730796731147282,0.9635122160642018,0.9675818527097534,0.9680579139628945,0.003920377051677012
1256.4689851601918,7.479133361029957,0.12443757057189941,0.001067520210734917,relu,0.00960850461628287,113,0.9580132057268109,0.9775033836044716,"(128,)",0.0023210299699881836,0.1,"{'classifier__activation': 'relu', 'classifier__alpha': 0.00960850461628287, 'classifier__batch_size': 113, 'classifier__beta_1': 0.9580132057268109, 'classifier__beta_2': 0.9775033836044716, 'classifier__hidden_layer_sizes': (128,), 'classifier__learning_rate_init': 0.0023210299699881836, 'classifier__validation_fraction': 0.1}",0.8141885027387445,0.8277373305191503,0.788776923231135,0.8102342521630099,0.016149414999183553,65,0.8606655986664391,0.875355758665345,0.835995879509202,0.8573390789469953,0.016239854717729298,0.912109780179831,0.9119431178127899,0.9064019976755395,0.9101516318893869,0.002652264647351717,10,0.9771913514545242,0.9727315074019568,0.9775801332322611,0.9758343306962475,0.0021997609134281246,0.9563304476548783,0.9579087241938975,0.950820059525514,0.95501974379143,0.003038722336601481,58,0.9666975662986015,0.966732821980822,0.961798924363746,0.9650764375477232,0.002317596491215297
1255.3206258614857,7.57674279248752,0.0970156192779541,0.006613139250586396,relu,0.002826535214787194,120,0.9560172277409397,0.9882847709316179,"(64,)",0.001889023344589418,0.1,"{'classifier__activation': 'relu', 'classifier__alpha': 0.002826535214787194, 'classifier__batch_size': 120, 'classifier__beta_1': 0.9560172277409397, 'classifier__beta_2': 0.9882847709316179, 'classifier__hidden_layer_sizes': (64,), 'classifier__learning_rate_init': 0.001889023344589418, 'classifier__validation_fraction': 0.1}",0.8094680080404473,0.8187212919756822,0.8174496617012863,0.8152129872391386,0.004095351054039777,52,0.8751148316444084,0.8824138808700009,0.8971009009205535,0.8848765378116544,0.00914313294092231,0.8958478227082788,0.9069734570103298,0.8795974088773442,0.8941395628653176,0.011241311210981047,89,0.981881528857596,0.9786614359936893,0.9801503371654345,0.9802311006722398,0.0013158372673117004,0.9532416508782823,0.956440067202167,0.9569257208700461,0.9555358129834985,0.0016342887739602225,54,0.9683684100155535,0.9701527548655029,0.973158059534053,0.9705597414717032,0.0019764301489866936
1270.7891376018524,18.65611187210563,0.15137426058451334,0.007257062972508944,relu,0.004190323377889439,91,0.9578537023320157,0.9896831491806687,"(128, 64)",0.008269625513050839,0.15,"{'classifier__activation': 'relu', 'classifier__alpha': 0.004190323377889439, 'classifier__batch_size': 91, 'classifier__beta_1': 0.9578537023320157, 'classifier__beta_2': 0.9896831491806687, 'classifier__hidden_layer_sizes': (128, 64), 'classifier__learning_rate_init': 0.008269625513050839, 'classifier__validation_fraction': 0.15}",0.8063390180371053,0.771071990208603,0.7476384016717291,0.7750164699724791,0.024126192970497,95,0.8550277258522085,0.8176670015210652,0.7890225683321723,0.8205724319018154,0.027024696718424526,0.9034211978980838,0.916207595546853,0.8972459051931475,0.9056248995460282,0.007896355740986544,28,0.9640972233270839,0.9703277934187199,0.963390392907699,0.9659384698845009,0.0031171058292886787,0.949007205292258,0.9386114890910933,0.9361953731502369,0.9412713558445294,0.005558292847530155,96,0.9575380285636772,0.9491677618434625,0.9454307291557127,0.9507121731876175,0.0050619877214713675
1215.8655851682026,3.2712755412250667,0.12983830769856772,0.0021614403821657744,relu,0.0028181385437997023,120,0.9801127023656413,0.9846783461631088,"(128,)",0.0048988772574283315,0.15,"{'classifier__activation': 'relu', 'classifier__alpha': 0.0028181385437997023, 'classifier__batch_size': 120, 'classifier__beta_1': 0.9801127023656413, 'classifier__beta_2': 0.9846783461631088, 'classifier__hidden_layer_sizes': (128,), 'classifier__learning_rate_init': 0.0048988772574283315, 'classifier__validation_fraction': 0.15}",0.7984842659371624,0.7864147749952919,0.7802346670713172,0.7883779026679237,0.00757858242616892,91,0.8431210071207715,0.8344168566393513,0.8391957039430278,0.8389111892343836,0.003559145062640589,0.9138995076734713,0.9139943984460764,0.897294917481932,0.9083962745338265,0.007849940439685649,19,0.978284078032346,0.9759842157607723,0.9791662718198145,0.9778115218709775,0.0013413555792449166,0.9548002307493118,0.9529158091623021,0.9492898320754345,0.9523352906623495,0.00228675529704682,69,0.9652322230659536,0.9642432784326798,0.9616010688771757,0.9636921901252696,0.0015327739401909918
1223.67103433609,17.765347564539137,0.09802754720052083,0.010116450716901086,relu,0.00010367718133345997,115,0.9207225828639464,0.9521836273489852,"(64,)",0.009076828316260981,0.1,"{'classifier__activation': 'relu', 'classifier__alpha': 0.00010367718133345997, 'classifier__batch_size': 115, 'classifier__beta_1': 0.9207225828639464, 'classifier__beta_2': 0.9521836273489852, 'classifier__hidden_layer_sizes': (64,), 'classifier__learning_rate_init': 0.009076828316260981, 'classifier__validation_fraction': 0.1}",0.7844456758513081,0.8000784592022301,0.8006077916477613,0.7950439755670998,0.007497244643146637,84,0.859992630924501,0.8724186879153228,0.8844732295792278,0.8722948494730173,0.009994546165894612,0.8773491666271791,0.8970779989203821,0.8700915450047437,0.8815062368507682,0.011402575684704087,100,0.977432444057787,0.9765747110678449,0.9798264602026974,0.9779445384427764,0.0013760204948465866,0.9453136953959711,0.9492188965534544,0.9536234767117627,0.9493853562203961,0.003394495347334041,82,0.9599361747936784,0.9646977960468945,0.9699619189292888,0.9648652965899539,0.004094706232208081
1256.91605869929,12.119123424726824,0.13867751757303873,0.008978653341077465,relu,0.0033279486155852293,124,0.9854164076683359,0.9971531999464014,"(128,)",0.0018823648956132247,0.15,"{'classifier__activation': 'relu', 'classifier__alpha': 0.0033279486155852293, 'classifier__batch_size': 124, 'classifier__beta_1': 0.9854164076683359, 'classifier__beta_2': 0.9971531999464014, 'classifier__hidden_layer_sizes': (128,), 'classifier__learning_rate_init': 0.0018823648956132247, 'classifier__validation_fraction': 0.15}",0.8434583948423715,0.8405908329901886,0.8382953980489972,0.840781541960519,0.0021120939697563475,17,0.9086790737853203,0.9064283467461216,0.9098886030983184,0.9083320078765867,0.0014338025350987464,0.9008446424292151,0.9083161019899124,0.8896199447919368,0.8995935630703548,0.007683769611524378,61,0.985814600789579,0.981453003073729,0.9800665933404581,0.9824447324012553,0.0024491553242011834,0.9640904152480468,0.9627896958561111,0.9638135200140175,0.9635645437060586,0.0005594399792549279,15,0.9774800485811782,0.9765511666462597,0.9773828705100343,0.9771380285791574,0.0004168661580500378
1217.8914217948914,31.783363810022454,0.1683673858642578,0.01741080490819771,relu,0.003324364906312507,109,0.9389534401988523,0.9521510971895072,"(128,)",0.007310744071291563,0.15,"{'classifier__activation': 'relu', 'classifier__alpha': 0.003324364906312507, 'classifier__batch_size': 109, 'classifier__beta_1': 0.9389534401988523, 'classifier__beta_2': 0.9521510971895072, 'classifier__hidden_layer_sizes': (128,), 'classifier__learning_rate_init': 0.007310744071291563, 'classifier__validation_fraction': 0.15}",0.7977388293664245,0.7799502936299687,0.8041730150693456,0.7939540460219129,0.010244624515848335,85,0.8345032453406368,0.8229331055129905,0.8557408773014352,0.8377257427183542,0.013586165498837758,0.9003714501429186,0.9083368006157049,0.8895185054713721,0.8994089187433318,0.0077126263601187215,63,0.9613506753561476,0.9671465184411211,0.9680837897271685,0.9655269945081457,0.0029777900765972907,0.9516112285663408,0.9412503186118151,0.9521898649455802,0.9483504707079121,0.005026120097757811,88,0.9602171200005521,0.9508665487870894,0.9623447971074853,0.957809488631709,0.004985650257311551
1239.6102191607158,9.519176740165452,0.14825336138407388,0.001600477081090314,relu,0.00026204201529529886,96,0.9123299156748305,0.9987540870969295,"(128,)",0.007141425693219831,0.15,"{'classifier__activation': 'relu', 'classifier__alpha': 0.00026204201529529886, 'classifier__batch_size': 96, 'classifier__beta_1': 0.9123299156748305, 'classifier__beta_2': 0.9987540870969295, 'classifier__hidden_layer_sizes': (128,), 'classifier__learning_rate_init': 0.007141425693219831, 'classifier__validation_fraction': 0.15}",0.8305493350469637,0.8243195926333845,0.7860251265607628,0.8136313514137036,0.019685530398547955,54,0.8954203849122095,0.8912943599511574,0.8536331284192015,0.880115957760856,0.018801794381551457,0.8922709333694167,0.9055915162123315,0.8881014128668049,0.895321287482851,0.007458973294956417,80,0.9820430970247152,0.9813704265402524,0.9845548739900426,0.9826561325183367,0.001370410103448036,0.9595586489037642,0.958397825171205,0.9478930246216023,0.9552831662321905,0.005247064112620722,56,0.973654806016805,0.9715328028329343,0.9623886218849327,0.9691920769115573,0.004888147201995688
