mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_classifier__C,param_classifier__penalty,param_classifier__solver,params,split0_test_f1_macro,split1_test_f1_macro,split2_test_f1_macro,split3_test_f1_macro,split4_test_f1_macro,mean_test_f1_macro,std_test_f1_macro,rank_test_f1_macro,split0_train_f1_macro,split1_train_f1_macro,split2_train_f1_macro,split3_train_f1_macro,split4_train_f1_macro,mean_train_f1_macro,std_train_f1_macro,split0_test_bal_acc,split1_test_bal_acc,split2_test_bal_acc,split3_test_bal_acc,split4_test_bal_acc,mean_test_bal_acc,std_test_bal_acc,rank_test_bal_acc,split0_train_bal_acc,split1_train_bal_acc,split2_train_bal_acc,split3_train_bal_acc,split4_train_bal_acc,mean_train_bal_acc,std_train_bal_acc,split0_test_f1_weighted,split1_test_f1_weighted,split2_test_f1_weighted,split3_test_f1_weighted,split4_test_f1_weighted,mean_test_f1_weighted,std_test_f1_weighted,rank_test_f1_weighted,split0_train_f1_weighted,split1_train_f1_weighted,split2_train_f1_weighted,split3_train_f1_weighted,split4_train_f1_weighted,mean_train_f1_weighted,std_train_f1_weighted
1878.3419169902802,12.007895016858393,0.07682380676269532,0.011775061223860824,0.1767016940294795,l2,lbfgs,"{'classifier__C': 0.1767016940294795, 'classifier__penalty': 'l2', 'classifier__solver': 'lbfgs'}",0.47920092698163136,0.4800218657298375,0.47496980554584933,0.47380456989717734,0.470850980748261,0.47576962978055126,0.003421975993634515,7,0.4801541246566596,0.4778050696833258,0.4770047815595834,0.4801848520258593,0.4843263473283108,0.4798950350507479,0.0025498694195760768,0.7697725370922901,0.7710966692722298,0.7903308544533357,0.7758211203756168,0.7580060018483967,0.7730054366083738,0.010461130471637128,2,0.7834172729577855,0.7833549740060448,0.7817364723019917,0.7838042505013328,0.7881464247504528,0.7840918789035215,0.0021479354920989203,0.7300269667245488,0.7315879082713201,0.7209353907605897,0.7214466712821344,0.7235371570447733,0.7255068188166731,0.004442380128587468,7,0.7294240687464987,0.7235813168067133,0.723756343203277,0.7273782856394816,0.730718276138514,0.726971658106897,0.0028999818837881497
2098.7872071743013,20.989758112043848,0.08323798179626465,0.02495395356953574,506.1576888752306,l2,lbfgs,"{'classifier__C': 506.1576888752306, 'classifier__penalty': 'l2', 'classifier__solver': 'lbfgs'}",0.47954152899705277,0.477836467877519,0.476065303859081,0.4776230317599584,0.47045529618873305,0.47630432573646886,0.0031251946555458246,6,0.48426720072927615,0.47950766074249945,0.4814471900159063,0.483708311293749,0.4872786104974317,0.4832417946557725,0.002635501448462626,0.7705671568280039,0.7657138828105137,0.7874304607756968,0.7709245365971115,0.7574394635908247,0.7704151001204301,0.009800752343961936,7,0.7887550295490605,0.7877743770128831,0.7861693275503461,0.787178140482246,0.796130586773895,0.7892014922736861,0.0035647247553300425,0.7313220417937231,0.732342893804849,0.7249012062022371,0.7272776212935972,0.7245753398314543,0.7280838205851721,0.0032160289206873438,5,0.734432561985019,0.7261861243457527,0.7299680783801678,0.7322960750369651,0.7329294528929537,0.7311624585281716,0.0028737215566482194
2075.616192770004,25.06168969598019,0.06583023071289062,0.012278581492389971,24.658329458549105,l2,lbfgs,"{'classifier__C': 24.658329458549105, 'classifier__penalty': 'l2', 'classifier__solver': 'lbfgs'}",0.47912341944432857,0.4792807625798467,0.4756710891478294,0.4789153219611754,0.4703656451273023,0.4766712476520965,0.0034240188199186885,4,0.4840084818640558,0.479625110389401,0.48150369294597917,0.48430322313299196,0.4876024622991542,0.4834085941263164,0.00270895383138846,0.771535435972698,0.7661968086266499,0.7872232855655359,0.7738349003869621,0.7571607207917338,0.7711902302687159,0.009858333581528655,5,0.7886922575443898,0.7874091648404703,0.7864260309147759,0.7879764402715156,0.7955059525536143,0.7892019692249532,0.0032379596688033425,0.7306018875980477,0.7338290718934143,0.7246389688477738,0.7279844867214671,0.7247512093335475,0.72836112487885,0.003519865173080323,4,0.7338704254143643,0.7263861513928411,0.7299371208529807,0.7328757687058154,0.733660662997361,0.7313460258726725,0.0028515125604081566
2038.42728972435,21.417573308450827,0.11014742851257324,0.03815475704083783,3.907967156822881,l2,lbfgs,"{'classifier__C': 3.907967156822881, 'classifier__penalty': 'l2', 'classifier__solver': 'lbfgs'}",0.4794477000361604,0.4810925511986306,0.47652742241330015,0.47789749785211183,0.4698543656454504,0.47696390742913064,0.003868400695661921,3,0.4849755736251359,0.48025919366560404,0.4812035485903975,0.4841268574343247,0.4881651840796213,0.48374607147901666,0.002821629641633207,0.7701718978228793,0.7713262013491966,0.7885193228109653,0.7762173025472222,0.7577065661850998,0.7727882581430727,0.0099565568829775,3,0.789229004777907,0.786229780553556,0.7858951930945575,0.7873256980801615,0.7954970082628658,0.7888353369538097,0.003528320240070704,0.7313417518517968,0.7350648037068946,0.7251372464698674,0.7266116094624745,0.7239696904648237,0.7284250203911714,0.004160334750947137,3,0.7353555576270644,0.7275652390380398,0.7292834885074806,0.7327847624161935,0.734118958758426,0.7318216012694407,0.002941190718118113
1730.572129535675,46.26260388313078,0.06779251098632813,0.014639849559497849,0.008632008168602538,l2,lbfgs,"{'classifier__C': 0.008632008168602538, 'classifier__penalty': 'l2', 'classifier__solver': 'lbfgs'}",0.46915477733933725,0.46884416281897867,0.4650315292623115,0.46611535958863703,0.46217507864599516,0.4662641815310519,0.0025796972521473682,9,0.467044934709124,0.4653223901703263,0.4662975877255288,0.46886763782384994,0.47314355916248196,0.4681352219182622,0.0027603450174753944,0.7655634979099905,0.7699621962362995,0.7795701168343931,0.7680336708275318,0.7494598157303937,0.7665178595077217,0.009761252218308947,8,0.7703814891727511,0.7690346464607818,0.7687895654604575,0.7721094837087883,0.7755730238446065,0.7711776417294771,0.002494670691465794,0.7127194402914531,0.710848530067997,0.7049277691045193,0.7079421815368506,0.7098492530495527,0.7092574348100744,0.002658691828551965,8,0.7121653021593257,0.705432867925458,0.7067776799483747,0.7107474971042528,0.7168262869079869,0.7103899268090796,0.004057765533675442
1633.2662910938263,6.268963621793839,0.04006772041320801,0.00048473452118181885,0.008629132190071854,l2,lbfgs,"{'classifier__C': 0.008629132190071854, 'classifier__penalty': 'l2', 'classifier__solver': 'lbfgs'}",0.46907301509351934,0.4685340704695207,0.46531668415869987,0.4665092979062403,0.46199170374285714,0.4662849542741675,0.002539751326368825,8,0.4669068954187886,0.46531505801419415,0.46640796129830403,0.468865470510271,0.47304993074602864,0.46810906319751727,0.0027250594180265792,0.7655634979099905,0.769122249134025,0.7797808330829358,0.7683793925215681,0.749190512465604,0.7664072970228247,0.009871588117480797,9,0.7704640226061625,0.7686564916188363,0.768438214900893,0.772100068944082,0.7752746808097271,0.7709866957759403,0.0025228638048134517,0.7126945508852721,0.710511291875461,0.7051542994963526,0.7080739122549157,0.7094744005166189,0.709181691005724,0.0025155817615180893,9,0.7117491566247182,0.7055285104375623,0.7072862953583323,0.7106334585753661,0.7166967342044946,0.7103788310400947,0.003871638275320953
1614.2627467632294,16.7706353376934,0.03911337852478027,0.0010149727924259227,0.002231010801867922,l2,lbfgs,"{'classifier__C': 0.002231010801867922, 'classifier__penalty': 'l2', 'classifier__solver': 'lbfgs'}",0.4593198871571406,0.4552981002303018,0.45029702304126873,0.45546584801412615,0.4519225520573384,0.4544606821000351,0.003133740968811449,10,0.45420633102992236,0.452377170880113,0.4542115856576777,0.45698375678795367,0.46163202250285823,0.455882173371705,0.003229817468056495,0.7532593134839114,0.7505221371682911,0.7602075809547748,0.7538767531021076,0.7346879666170645,0.75051075026523,0.0085237751298925,10,0.7530272897750174,0.7527855938072052,0.7521536734255851,0.7549365752689275,0.7596378825785708,0.7545082029710611,0.002727688079946674,0.7023229303865701,0.6948990055941997,0.6898097817208828,0.6969033483440443,0.7006196732676849,0.6969109478626763,0.004416304540821636,10,0.6983715730452731,0.6913328594914407,0.6942767645994509,0.6992802493106854,0.7053644607365273,0.6977251814366754,0.004773845514056166
1830.5902822971343,10.673062407932047,0.031525707244873045,0.004833045647103235,157.41890047456639,l2,lbfgs,"{'classifier__C': 157.41890047456639, 'classifier__penalty': 'l2', 'classifier__solver': 'lbfgs'}",0.478605642648004,0.4793964907165355,0.4760481743412721,0.4785620582388262,0.4700089544735043,0.4765242640836284,0.0034470378105420697,5,0.4834535510300144,0.47939843409724725,0.48164565529706005,0.4840358412445124,0.48743114286428957,0.48319292490662474,0.0026658255431545545,0.768806090783736,0.7666668739005182,0.7874862143797599,0.7737868299488504,0.7568591183353662,0.7707210254696462,0.010027225992194182,6,0.7878213925517665,0.7876082434636513,0.7859327806726972,0.7872530469046243,0.7961669000769803,0.788956472733944,0.0036644444296971435,0.7309346874963198,0.7332899375753177,0.7245327636397949,0.7273656766121575,0.7240726687734439,0.7280391468194067,0.003589880014302446,6,0.7336075461216793,0.7260302977213581,0.7301931235514997,0.7327400821719251,0.7332625330667897,0.7311667165266503,0.002833946257791231
1780.6165137290955,16.690341200269295,0.035392236709594724,0.006830276846776217,4.0428727350273315,l2,lbfgs,"{'classifier__C': 4.0428727350273315, 'classifier__penalty': 'l2', 'classifier__solver': 'lbfgs'}",0.47891079049225915,0.4824821585659729,0.47740652598204997,0.4793828365460401,0.4713186353058692,0.47790018937843826,0.003681699510537336,1,0.48428162219180315,0.480666560755718,0.48173585206977093,0.4842711210386229,0.4880629315151648,0.4838036175142159,0.0025575606665369796,0.7694107571874387,0.7727114069219582,0.7900159908596116,0.7757604325003193,0.7575943000142134,0.7730985774967083,0.010463430478511358,1,0.7892313726921509,0.7856515684893896,0.7869215174115145,0.7873711717704555,0.796325363252145,0.7891001987231311,0.003790763670587004,0.730770491734446,0.7361492900469554,0.7258036811090699,0.7281860764174121,0.7257158586996532,0.7293250796015073,0.0038828627467915864,1,0.7344559223145071,0.7282480441176754,0.7296881255555675,0.733055903358269,0.7338615135638983,0.7318619017819834,0.0024469695488954575
1491.108895111084,381.7691051102663,0.023996400833129882,0.0006646017924868853,17.71884735480682,l2,lbfgs,"{'classifier__C': 17.71884735480682, 'classifier__penalty': 'l2', 'classifier__solver': 'lbfgs'}",0.4795380063569679,0.4800288140988161,0.4764623806419405,0.47905089638331544,0.4716390213580587,0.4773438237678197,0.0031067481309309734,2,0.4832079196515157,0.47972735212658113,0.48165300136483075,0.4839789155218333,0.48815669915845616,0.4833447775646434,0.0028115235717428647,0.7704853228964184,0.7686682497954346,0.7874160608732068,0.7741530244543944,0.7585884008451897,0.7718622117729288,0.009332323582185567,4,0.7876370914433681,0.7866063223502365,0.7862626175390353,0.7875792543762007,0.7959021566200019,0.7887974884657685,0.003592595292804667,0.7315316941722014,0.7343080348564698,0.7257793846121736,0.7280616108604994,0.7260334473631158,0.7291428343728918,0.00330260725274747,2,0.7334448563285405,0.7269323561716045,0.7299627684395581,0.7324982939836578,0.7342507231387359,0.7314177996124194,0.002666015802554622
