mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_classifier__subsample,param_classifier__reg_lambda,param_classifier__reg_alpha,param_classifier__n_estimators,param_classifier__min_child_weight,param_classifier__max_depth,param_classifier__learning_rate,param_classifier__gamma,param_classifier__colsample_bytree,params,split0_test_f1_macro,split1_test_f1_macro,split2_test_f1_macro,split3_test_f1_macro,split4_test_f1_macro,mean_test_f1_macro,std_test_f1_macro,rank_test_f1_macro,split0_train_f1_macro,split1_train_f1_macro,split2_train_f1_macro,split3_train_f1_macro,split4_train_f1_macro,mean_train_f1_macro,std_train_f1_macro,split0_test_bal_acc,split1_test_bal_acc,split2_test_bal_acc,split3_test_bal_acc,split4_test_bal_acc,mean_test_bal_acc,std_test_bal_acc,rank_test_bal_acc,split0_train_bal_acc,split1_train_bal_acc,split2_train_bal_acc,split3_train_bal_acc,split4_train_bal_acc,mean_train_bal_acc,std_train_bal_acc,split0_test_f1_weighted,split1_test_f1_weighted,split2_test_f1_weighted,split3_test_f1_weighted,split4_test_f1_weighted,mean_test_f1_weighted,std_test_f1_weighted,rank_test_f1_weighted,split0_train_f1_weighted,split1_train_f1_weighted,split2_train_f1_weighted,split3_train_f1_weighted,split4_train_f1_weighted,mean_train_f1_weighted,std_train_f1_weighted
965.7801590919495,11.23982709177442,1.408535623550415,0.09970995853987186,1.0,0.0,1.0,200,5,8,0.01,0.3,1.0,"{'classifier__subsample': 1.0, 'classifier__reg_lambda': 0, 'classifier__reg_alpha': 1.0, 'classifier__n_estimators': 200, 'classifier__min_child_weight': 5, 'classifier__max_depth': 8, 'classifier__learning_rate': 0.01, 'classifier__gamma': 0.3, 'classifier__colsample_bytree': 1.0}",0.7596966132602565,0.755671007170624,0.7582240243212925,0.7631436089502583,0.755469254762281,0.7584409016929425,0.0028369809314801983,26,0.8051046052844084,0.8012964765765072,0.801946051075727,0.8113598623222027,0.8096829929901281,0.8058779976497947,0.004039245097383721,0.8911110370008647,0.898565332803287,0.9170613848380873,0.8913460654264806,0.88951149777814,0.8975190635693719,0.010259501160926533,29,0.9615875698111852,0.9616050907710818,0.9640501164938234,0.9635250973492304,0.9618479877460488,0.962523172434274,0.001049715415532974,0.9421871516632122,0.9407088666390735,0.9385401776160187,0.9434579792949861,0.9395426398157577,0.9408873630058097,0.001769007593253413,26,0.9535951856341901,0.9535420774749626,0.9518752505870522,0.9552896581337776,0.9546821276845007,0.9537968599028966,0.0011670745102391562
655.830364561081,10.663971040567413,0.6502975940704345,0.0549895768706158,0.8,0.0,0.5,300,5,3,0.1,0.3,1.0,"{'classifier__subsample': 0.8, 'classifier__reg_lambda': 0, 'classifier__reg_alpha': 0.5, 'classifier__n_estimators': 300, 'classifier__min_child_weight': 5, 'classifier__max_depth': 3, 'classifier__learning_rate': 0.1, 'classifier__gamma': 0.3, 'classifier__colsample_bytree': 1.0}",0.737325460091569,0.7278858492531535,0.7224128627412868,0.736082382106561,0.7311035560390444,0.7309620220463229,0.005464108832180834,30,0.7655008278682109,0.754915092244455,0.74932649371213,0.7600936934163689,0.7622165607242726,0.7584105335930875,0.005697877380260655,0.8945850287824963,0.9008507236624921,0.9067136658698288,0.8916045631994372,0.8898880075465622,0.8967283978121634,0.006234385286800311,30,0.9432613187923552,0.9400804781709431,0.9381217586521915,0.9396651692548744,0.9404690603866118,0.9403195570513951,0.0016728426878025802,0.9334448485650451,0.927819963249212,0.9241970807591638,0.9314162875456585,0.9292930410081542,0.9292342442254468,0.0031580742702911973,30,0.9394805595272667,0.9349694655474639,0.9334031680791489,0.9366653252651591,0.9378681118697881,0.9364773260577653,0.0021313437425838
650.9489712715149,10.323391925104536,0.5749016284942627,0.06354012696196634,0.9,0.5,0.0,300,3,3,0.1,0.2,0.8,"{'classifier__subsample': 0.9, 'classifier__reg_lambda': 0.5, 'classifier__reg_alpha': 0, 'classifier__n_estimators': 300, 'classifier__min_child_weight': 3, 'classifier__max_depth': 3, 'classifier__learning_rate': 0.1, 'classifier__gamma': 0.2, 'classifier__colsample_bytree': 0.8}",0.7324987322519065,0.7254203814257181,0.7230971502206057,0.7336948336821764,0.7317592965941362,0.7292940788349086,0.004221876388952512,31,0.7624903353076602,0.753430980205994,0.7469034871224911,0.7597755026144182,0.7597479693818654,0.7564696549264858,0.005633288158217325,0.895978385897933,0.9020535171232027,0.9057055093236487,0.8891569137145791,0.8902833528579375,0.8966355357834601,0.0064549330555478904,31,0.9409711792053809,0.9406833468215547,0.9370028713549733,0.9398465474850998,0.939431169865433,0.9395870229464883,0.001406221689849626,0.9313723803957635,0.9270621875828011,0.9249315237264515,0.9312272000609533,0.928832986121147,0.9286852555774233,0.0024669332534304413,31,0.9383370949434742,0.9347435012210338,0.932289300919343,0.9369281165376857,0.9372047356180764,0.9359005498479226,0.0021481818441086917
858.0718583106994,7.929233813614469,1.1554369449615478,0.08882882194566176,0.8,0.0,1.0,200,5,8,0.1,0.1,1.0,"{'classifier__subsample': 0.8, 'classifier__reg_lambda': 0, 'classifier__reg_alpha': 1.0, 'classifier__n_estimators': 200, 'classifier__min_child_weight': 5, 'classifier__max_depth': 8, 'classifier__learning_rate': 0.1, 'classifier__gamma': 0.1, 'classifier__colsample_bytree': 1.0}",0.8937167514059354,0.9009202230369706,0.9017433527384832,0.8912398358117851,0.901046509965532,0.8977333345917412,0.004370631566508881,9,0.985662733413816,0.9834723570814695,0.981182588166998,0.9853393173776072,0.9848503095436237,0.9841014611167029,0.0016398917317042982,0.9052981454922202,0.924259946225451,0.9276639659416247,0.9021622768189703,0.9062543050821148,0.9131277279120763,0.010620884337684692,2,0.998254596647983,0.9984570893733006,0.9979403172308097,0.9984667739156527,0.9983491438441398,0.9982935842023771,0.00019294199858717543,0.9772493962773519,0.9782669705812368,0.9788184235767345,0.97728450390404,0.9773225855976051,0.9777883759873938,0.0006405306726460712,9,0.9966255030541377,0.9961338557701142,0.9957389986588984,0.9962352744875128,0.9963054618269697,0.9962078187595266,0.00028636025078197466
266.4160671710968,11.45616083628944,0.24763336181640624,0.017524873831859675,0.8,0.1,0.1,100,3,3,0.01,0.1,0.8,"{'classifier__subsample': 0.8, 'classifier__reg_lambda': 0.1, 'classifier__reg_alpha': 0.1, 'classifier__n_estimators': 100, 'classifier__min_child_weight': 3, 'classifier__max_depth': 3, 'classifier__learning_rate': 0.01, 'classifier__gamma': 0.1, 'classifier__colsample_bytree': 0.8}",0.5274457663662566,0.5187871728570366,0.5210899763174248,0.5170030525277776,0.5163175894969406,0.5201287115130871,0.004013911878166499,40,0.5280939064608872,0.5232997465593721,0.5253589756806163,0.5197460307594716,0.5239955214533303,0.5240988361827356,0.0027256071358053484,0.8022698100152919,0.7991490431150263,0.8099821450257352,0.8019189075937874,0.7878724755235454,0.8002384762546771,0.007155334878266532,40,0.812613142876978,0.8106988399473266,0.8070398815809382,0.8106619389362795,0.8112829952291714,0.8104593597141388,0.0018497771325713915,0.7904543054491298,0.7732705534501638,0.7739382166263441,0.7745394375805581,0.7784596221529387,0.7781324270518268,0.006419883694032716,40,0.7872582792992675,0.7765916747716977,0.7796093452198642,0.7740053547779152,0.7803922035944286,0.7795713715326347,0.0044636956345222994
831.1983208656311,14.272753593304538,0.7583274841308594,0.014264343701391721,0.8,0.0,0.1,300,5,4,0.01,0.1,0.8,"{'classifier__subsample': 0.8, 'classifier__reg_lambda': 0, 'classifier__reg_alpha': 0.1, 'classifier__n_estimators': 300, 'classifier__min_child_weight': 5, 'classifier__max_depth': 4, 'classifier__learning_rate': 0.01, 'classifier__gamma': 0.1, 'classifier__colsample_bytree': 0.8}",0.6407504356585114,0.6340952911634397,0.627231468909409,0.6393381224916894,0.6370088346620657,0.635684830577023,0.004790529041836602,39,0.6554592819006435,0.6417224739304302,0.635524990215018,0.6418425731504914,0.6533638405990709,0.6455826319591308,0.007591316609350521,0.8546316688484852,0.8648293785321884,0.8716252673787274,0.863658326009667,0.8497904981076163,0.8609070277753368,0.007756191064482863,39,0.8818781226172,0.8809835402272725,0.8805313420561914,0.8809214816781754,0.8850027004199849,0.8818634373997648,0.0016304088803546773,0.8822048372056764,0.8760031214303498,0.8684200458707667,0.8790913994535386,0.8798032483855671,0.8771045304691796,0.004772362730775622,39,0.8866663221518305,0.8782269701627885,0.8737924180623657,0.8773278786947866,0.8858132928555382,0.880365376385462,0.005027617048400418
453.702516746521,7.479951096760924,0.6207090854644776,0.026865711745643207,0.9,1.0,1.0,100,7,8,0.1,0.3,0.8,"{'classifier__subsample': 0.9, 'classifier__reg_lambda': 1.0, 'classifier__reg_alpha': 1.0, 'classifier__n_estimators': 100, 'classifier__min_child_weight': 7, 'classifier__max_depth': 8, 'classifier__learning_rate': 0.1, 'classifier__gamma': 0.3, 'classifier__colsample_bytree': 0.8}",0.8486066088883721,0.8581857057137949,0.8553185752628426,0.8499136436940213,0.8497006795598786,0.8523450426237821,0.0037372579587185723,13,0.9293116458470084,0.9295379634148452,0.9254610066800808,0.9332185060305072,0.9335334019252552,0.9302125047795394,0.0029633659386382382,0.9036097462198918,0.9197332532995345,0.9243900355301722,0.9056005531912034,0.9024286068706946,0.9111524390222993,0.009084990185663798,8,0.9918821392228006,0.9919388645245364,0.9914913123925636,0.9922717708527227,0.9921658606825854,0.9919499895350418,0.00027027975155832984,0.968104941928429,0.9696360443644675,0.9686382048529116,0.96748968819735,0.9676990045351226,0.9683135767756561,0.00076867728466168,13,0.985647191257615,0.9854702098914229,0.9849178830075257,0.9855726753545294,0.9863258622792681,0.9855867643580722,0.00044968941551477994
429.0244724750519,4.73482227908275,0.3939083099365234,0.06915732994439254,0.9,0.1,0.0,200,1,3,0.1,0.0,0.8,"{'classifier__subsample': 0.9, 'classifier__reg_lambda': 0.1, 'classifier__reg_alpha': 0, 'classifier__n_estimators': 200, 'classifier__min_child_weight': 1, 'classifier__max_depth': 3, 'classifier__learning_rate': 0.1, 'classifier__gamma': 0, 'classifier__colsample_bytree': 0.8}",0.7034098969373977,0.6983837286228428,0.695407243323457,0.7060447065167217,0.7025872687404572,0.7011665688281753,0.0037884341470458506,34,0.727597773085752,0.7144388615277342,0.7126165725303089,0.7205028209796407,0.7234259799814573,0.7197164016209786,0.005563370304742942,0.8811584650655971,0.8948525718255604,0.9008192372883318,0.8842904309113351,0.8785915612346041,0.8879424532650857,0.00848952590230999,34,0.9263504381988426,0.9221549256000106,0.9214887499853484,0.9230322131556147,0.9239909761959273,0.9234034606271486,0.0016966220906588815,0.9184207333742165,0.9131860281497193,0.9103328164841211,0.9178391016052263,0.9156826605914538,0.9150922680409475,0.00300860330096881,34,0.9230333895604341,0.9175291174094029,0.917179209289352,0.920067484861262,0.921568084100812,0.9198754570442527,0.0022649265087296743
1143.66626162529,40.086766699971704,1.1478899478912354,0.09850535702511591,0.8,1.0,0.0,500,1,6,0.3,0.3,1.0,"{'classifier__subsample': 0.8, 'classifier__reg_lambda': 1.0, 'classifier__reg_alpha': 0, 'classifier__n_estimators': 500, 'classifier__min_child_weight': 1, 'classifier__max_depth': 6, 'classifier__learning_rate': 0.3, 'classifier__gamma': 0.3, 'classifier__colsample_bytree': 1.0}",0.908161812236257,0.9119866125500741,0.9122298984413927,0.901364496376495,0.9101403430960499,0.9087766325400537,0.003985134628684761,3,0.99951408857172,0.9996876607241034,0.9995482137192072,0.9992602060262838,0.9994098277537912,0.999483999359021,0.00014289274243443965,0.906158326645525,0.9219066760906314,0.9166477629136331,0.8952073715455322,0.9008141454913755,0.9081468565373395,0.009866622701057457,20,0.9998703287739851,0.9999896510685271,0.9999395645642947,0.9999724028494057,0.9998894594046771,0.999932281332178,4.6099685910043885e-05,0.9806549271373441,0.98199165305736,0.9817026390025483,0.9807534993428304,0.9804824611779197,0.9811170359436006,0.0006093069145329022,3,0.9999143738776208,0.9999571835894946,0.9999143751340341,0.9998858804288161,0.9998715825378299,0.9999086791135591,2.9371738557969235e-05
476.43153486251833,11.631682511990343,0.5661583423614502,0.04145879908060837,0.9,0.1,1.0,200,5,4,0.1,0.0,1.0,"{'classifier__subsample': 0.9, 'classifier__reg_lambda': 0.1, 'classifier__reg_alpha': 1.0, 'classifier__n_estimators': 200, 'classifier__min_child_weight': 5, 'classifier__max_depth': 4, 'classifier__learning_rate': 0.1, 'classifier__gamma': 0, 'classifier__colsample_bytree': 1.0}",0.7522730103230559,0.7497685467085646,0.7476398839086633,0.7601974917162353,0.7523027660884531,0.7524363397489946,0.004252131385966024,28,0.7910802667297439,0.7859938150430839,0.7818807988070235,0.7948785259023456,0.7931506274622622,0.7893968067888919,0.0047967735044428745,0.8972311718497139,0.9108097885898513,0.9102982565102918,0.9020836122399182,0.896070681962625,0.90329870223048,0.00626012498298831,27,0.9553277352637783,0.9561165359158471,0.9532138078352403,0.9555691967271001,0.9553512984968545,0.955115714847764,0.0009924707776068301,0.9392040809883202,0.9370121489596577,0.9356385690393589,0.9416774031767695,0.9372312467062851,0.9381526897740784,0.002097604433718872,28,0.9484445352301037,0.9465146340914168,0.9455380600978337,0.9495695286830651,0.9488221845653875,0.9477777885335614,0.0015071555727598032
