mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_classifier__tol,param_classifier__solver,param_classifier__shrinkage,params,split0_test_f1_macro,split1_test_f1_macro,split2_test_f1_macro,mean_test_f1_macro,std_test_f1_macro,rank_test_f1_macro,split0_train_f1_macro,split1_train_f1_macro,split2_train_f1_macro,mean_train_f1_macro,std_train_f1_macro,split0_test_bal_acc,split1_test_bal_acc,split2_test_bal_acc,mean_test_bal_acc,std_test_bal_acc,rank_test_bal_acc,split0_train_bal_acc,split1_train_bal_acc,split2_train_bal_acc,mean_train_bal_acc,std_train_bal_acc,split0_test_f1_weighted,split1_test_f1_weighted,split2_test_f1_weighted,mean_test_f1_weighted,std_test_f1_weighted,rank_test_f1_weighted,split0_train_f1_weighted,split1_train_f1_weighted,split2_train_f1_weighted,mean_train_f1_weighted,std_train_f1_weighted
1119.869232972463,7.427665694219867,0.06279325485229492,0.02041196418301775,0.001,eigen,0.85,"{'classifier__tol': 0.001, 'classifier__solver': 'eigen', 'classifier__shrinkage': 0.85}",0.4298084548956057,0.42358918035555115,0.4317764688871895,0.4283913680461155,0.0034894149203290896,10,0.425877484955221,0.4266254125753746,0.4349809923078123,0.4291612966128026,0.004126458725358635,0.6938866055634583,0.6933726335464131,0.6892741533852017,0.6921777974983576,0.0020638804326600303,10,0.6915256633161307,0.6920697937844409,0.6979677133242399,0.6938543901416039,0.0029170293330994883,0.6935755444338497,0.6872500900649408,0.7030932266456502,0.6946396203814803,0.0065115506292279255,10,0.6923974645724954,0.689420606081749,0.7053069239646735,0.6957083315396394,0.006895174835826633
1123.6024809678395,7.5391588994724055,0.06479891141255696,0.007107379438207604,0.01,lsqr,0.0,"{'classifier__tol': 0.01, 'classifier__solver': 'lsqr', 'classifier__shrinkage': 0.0}",0.5071621761503347,0.49783300032247124,0.4975339858489911,0.5008430541072656,0.004469961219834605,1,0.5090585307827848,0.49911827421956473,0.5076135327191338,0.5052634459071611,0.0043851534487416395,0.7615932558200379,0.7692087108207746,0.7525772872715101,0.7611264179707743,0.006797770002085798,1,0.7747452743107718,0.767080811029132,0.7761483746138842,0.7726581533179293,0.003985158538875132,0.764754385940904,0.7498425504666154,0.7545179356461229,0.7563716240178807,0.006227242821546584,1,0.7642691370034547,0.7505717183896742,0.7597110601687014,0.7581839718539434,0.005695250548254384
1121.880296309789,7.498257671902624,0.051798502604166664,0.015863610808151872,0.001,eigen,,"{'classifier__tol': 0.001, 'classifier__solver': 'eigen', 'classifier__shrinkage': None}",0.5071621761503347,0.49783300032247124,0.4975339858489911,0.5008430541072656,0.004469961219834605,1,0.5090585307827848,0.49911827421956473,0.5076135327191338,0.5052634459071611,0.0043851534487416395,0.7615932558200379,0.7692087108207746,0.7525772872715101,0.7611264179707743,0.006797770002085798,1,0.7747452743107718,0.767080811029132,0.7761483746138842,0.7726581533179293,0.003985158538875132,0.764754385940904,0.7498425504666154,0.7545179356461229,0.7563716240178807,0.006227242821546584,1,0.7642691370034547,0.7505717183896742,0.7597110601687014,0.7581839718539434,0.005695250548254384
1128.6838653087616,0.4768327141413228,0.038012425104777016,0.0036729816403052876,0.0001,eigen,0.25,"{'classifier__tol': 0.0001, 'classifier__solver': 'eigen', 'classifier__shrinkage': 0.25}",0.48013848390974323,0.47284466490383925,0.47697778944155045,0.47665364608504435,0.0029864974590532,6,0.4773046608791066,0.4732221970893071,0.4828170388865994,0.477781298951671,0.003931550598930852,0.7375634637646321,0.7425075347755589,0.7301736942743203,0.7367482309381704,0.0050681593501982905,6,0.7378337585476356,0.7322889665794329,0.743367515012157,0.7378300800464085,0.004522799206434157,0.7321425489368911,0.7247830504888919,0.7327951621506258,0.7299069205254697,0.0036329060099310143,6,0.7310989158681493,0.7251690569378577,0.7361887470696525,0.7308189066252199,0.00450312458427764
1125.9135915438335,1.0128364550405566,0.08201758066813152,0.023328664212291312,0.0001,eigen,0.15,"{'classifier__tol': 0.0001, 'classifier__solver': 'eigen', 'classifier__shrinkage': 0.15}",0.4860094197144966,0.47900399208866495,0.4825394687789468,0.4825176268607028,0.0028599955544529355,4,0.48380074367381,0.4784459391161212,0.48987821093666967,0.4840416312422003,0.004670312613389695,0.7449272764974846,0.7501531522422129,0.7375583585279882,0.7442129290892286,0.005166554386353952,4,0.7462329581998522,0.7407708935628927,0.7523532620644188,0.7464523712757213,0.0047310267807092665,0.7362553060827982,0.7278209024569154,0.7367652474988915,0.733613818679535,0.004101497192788578,4,0.7350418876849173,0.7276704695226484,0.7420224553991825,0.7349116042022494,0.005859897893846005
1126.041821161906,0.7428037735553938,0.06329115231831868,0.011279541966357848,0.001,lsqr,0.0,"{'classifier__tol': 0.001, 'classifier__solver': 'lsqr', 'classifier__shrinkage': 0.0}",0.5071621761503347,0.49783300032247124,0.4975339858489911,0.5008430541072656,0.004469961219834605,1,0.5090585307827848,0.49911827421956473,0.5076135327191338,0.5052634459071611,0.0043851534487416395,0.7615932558200379,0.7692087108207746,0.7525772872715101,0.7611264179707743,0.006797770002085798,1,0.7747452743107718,0.767080811029132,0.7761483746138842,0.7726581533179293,0.003985158538875132,0.764754385940904,0.7498425504666154,0.7545179356461229,0.7563716240178807,0.006227242821546584,1,0.7642691370034547,0.7505717183896742,0.7597110601687014,0.7581839718539434,0.005695250548254384
1124.5945121447246,1.71966920169266,0.0671072006225586,0.01189003662381467,0.001,lsqr,0.65,"{'classifier__tol': 0.001, 'classifier__solver': 'lsqr', 'classifier__shrinkage': 0.65}",0.4558786954450283,0.44944479682756067,0.45646096929402374,0.4539281538555376,0.003179111866443037,8,0.4530573099132148,0.4510052621289077,0.4605751729485326,0.45487924833021837,0.004113829762351112,0.7113586563184787,0.7124766275407094,0.7072279374378547,0.7103544070990143,0.002257369312577119,8,0.7105279156102314,0.7078583745266968,0.7175394854719773,0.7119752585363018,0.00408265260526718,0.7169229397021987,0.7120648485277861,0.7234511940734207,0.7174796607678018,0.004665095210161907,8,0.7168196844756171,0.712030925085204,0.7258865406778251,0.7182457167462154,0.005745705462355445
1126.3118751049042,0.9106114787241143,0.05804030100504557,0.010096167119700508,0.01,eigen,0.65,"{'classifier__tol': 0.01, 'classifier__solver': 'eigen', 'classifier__shrinkage': 0.65}",0.4558786954450283,0.44944479682756067,0.45646096929402374,0.4539281538555376,0.003179111866443037,8,0.4530573099132148,0.4510052621289077,0.4605751729485326,0.45487924833021837,0.004113829762351112,0.7113586563184787,0.7124766275407094,0.7072279374378547,0.7103544070990143,0.002257369312577119,8,0.7105279156102314,0.7078583745266968,0.7175394854719773,0.7119752585363018,0.00408265260526718,0.7169229397021987,0.7120648485277861,0.7234511940734207,0.7174796607678018,0.004665095210161907,8,0.7168196844756171,0.712030925085204,0.7258865406778251,0.7182457167462154,0.005745705462355445
540.0485045115153,0.9357092899617526,0.03425701459248861,0.0005158297244766614,0.01,lsqr,0.25,"{'classifier__tol': 0.01, 'classifier__solver': 'lsqr', 'classifier__shrinkage': 0.25}",0.48013848390974323,0.47284466490383925,0.47697778944155045,0.47665364608504435,0.0029864974590532,6,0.4773046608791066,0.4732221970893071,0.4828170388865994,0.477781298951671,0.003931550598930852,0.7375634637646321,0.7425075347755589,0.7301736942743203,0.7367482309381704,0.0050681593501982905,6,0.7378337585476356,0.7322889665794329,0.743367515012157,0.7378300800464085,0.004522799206434157,0.7321425489368911,0.7247830504888919,0.7327951621506258,0.7299069205254697,0.0036329060099310143,6,0.7310989158681493,0.7251690569378577,0.7361887470696525,0.7308189066252199,0.00450312458427764
538.3490715026855,2.456442796895178,0.0331114133199056,0.00047813700626553963,0.01,eigen,0.15,"{'classifier__tol': 0.01, 'classifier__solver': 'eigen', 'classifier__shrinkage': 0.15}",0.4860094197144966,0.47900399208866495,0.4825394687789468,0.4825176268607028,0.0028599955544529355,4,0.48380074367381,0.4784459391161212,0.48987821093666967,0.4840416312422003,0.004670312613389695,0.7449272764974846,0.7501531522422129,0.7375583585279882,0.7442129290892286,0.005166554386353952,4,0.7462329581998522,0.7407708935628927,0.7523532620644188,0.7464523712757213,0.0047310267807092665,0.7362553060827982,0.7278209024569154,0.7367652474988915,0.733613818679535,0.004101497192788578,4,0.7350418876849173,0.7276704695226484,0.7420224553991825,0.7349116042022494,0.005859897893846005
