mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_classifier__metric,param_classifier__n_neighbors,param_classifier__p,param_classifier__weights,params,split0_test_f1_macro,split1_test_f1_macro,split2_test_f1_macro,split3_test_f1_macro,split4_test_f1_macro,mean_test_f1_macro,std_test_f1_macro,rank_test_f1_macro,split0_train_f1_macro,split1_train_f1_macro,split2_train_f1_macro,split3_train_f1_macro,split4_train_f1_macro,mean_train_f1_macro,std_train_f1_macro,split0_test_bal_acc,split1_test_bal_acc,split2_test_bal_acc,split3_test_bal_acc,split4_test_bal_acc,mean_test_bal_acc,std_test_bal_acc,rank_test_bal_acc,split0_train_bal_acc,split1_train_bal_acc,split2_train_bal_acc,split3_train_bal_acc,split4_train_bal_acc,mean_train_bal_acc,std_train_bal_acc,split0_test_f1_weighted,split1_test_f1_weighted,split2_test_f1_weighted,split3_test_f1_weighted,split4_test_f1_weighted,mean_test_f1_weighted,std_test_f1_weighted,rank_test_f1_weighted,split0_train_f1_weighted,split1_train_f1_weighted,split2_train_f1_weighted,split3_train_f1_weighted,split4_train_f1_weighted,mean_train_f1_weighted,std_train_f1_weighted
13.806842803955078,4.665568654313965,815.3521269321442,3.121281625913761,minkowski,15,1,distance,"{'classifier__metric': 'minkowski', 'classifier__n_neighbors': 15, 'classifier__p': 1, 'classifier__weights': 'distance'}",0.7782994510051358,0.7768474441819271,0.7768068262220205,0.7835014062872114,0.7737372632555048,0.7778384781903599,0.0031983642287144246,4,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.9251967950372688,0.9194270852496178,0.926914694854959,0.9144576801255198,0.9061366523551321,0.9184265815244995,0.007558828003415294,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.9451034048509782,0.9458081285301511,0.9463671164899168,0.9485036665158247,0.9459870256181229,0.9463538684009988,0.0011504670503999928,4,1.0,1.0,1.0,1.0,1.0,1.0,0.0
15.487400341033936,2.354489512610248,813.7449414730072,4.4776958810538705,manhattan,13,1,uniform,"{'classifier__metric': 'manhattan', 'classifier__n_neighbors': 13, 'classifier__p': 1, 'classifier__weights': 'uniform'}",0.7785419497743706,0.7771078078859489,0.7795374593890904,0.7844318990217024,0.7753258786695545,0.7789889989481333,0.0030686528972072745,3,0.8324382311654912,0.8363910150926369,0.8309333569045197,0.8346831781518134,0.8348667322470421,0.8338625027123007,0.0019330703347406474,0.9232356433171349,0.9197348012698328,0.9284889460294504,0.9127287711107444,0.9062595318729156,0.9180895387200156,0.007823347686673445,3,0.9878078067044825,0.9878934178844151,0.9873111143496424,0.9875707201787755,0.9877403033687905,0.9876646724972211,0.00020608846840415747,0.94514511493371,0.9458230006974059,0.9468439173448672,0.9485838902891154,0.9461853744332509,0.9465162595396699,0.0011706909805614166,3,0.9589022471158319,0.9590195724751099,0.9577089323721855,0.9582537317023072,0.9592935903239291,0.9586356147978728,0.000575503796779003
17.31095404624939,1.7918926340889527,97.90696496963501,0.6990842343665216,euclidean,49,2,uniform,"{'classifier__metric': 'euclidean', 'classifier__n_neighbors': 49, 'classifier__p': 2, 'classifier__weights': 'uniform'}",0.7034015544673277,0.6954211165041125,0.6965040470406372,0.6989225795418815,0.6950936658618033,0.6978685926831525,0.003074960088353504,10,0.7254850525952288,0.7290338986520664,0.7235100407263332,0.7301846037074384,0.7303885820764897,0.7277204355515113,0.0027437447928364066,0.9179773125187596,0.9122297358586857,0.9115894364842945,0.8993223831600696,0.8999749483327241,0.9082187632709067,0.0073455385948973835,9,0.962684170126991,0.9638070934215224,0.9634525221026046,0.9631457177413052,0.9637248167338335,0.9633628640252514,0.00041089317511084126,0.9124403423117933,0.9084183071996407,0.9104442049695022,0.9131634098362533,0.9107242684183485,0.9110381065471076,0.0016611888084471671,10,0.9180198678894923,0.9187609213294452,0.9172018512072322,0.9194557426584804,0.920321851331855,0.918752046883301,0.0010861625310768783
17.088442182540895,1.9584393199810872,817.5331355571747,3.5408085469163075,manhattan,37,1,uniform,"{'classifier__metric': 'manhattan', 'classifier__n_neighbors': 37, 'classifier__p': 1, 'classifier__weights': 'uniform'}",0.7279374361096842,0.7239079585515356,0.7212267374628183,0.7295803017336001,0.721369567579005,0.7248044002873287,0.003406655336085109,8,0.7547730052439231,0.758443988925038,0.7518548186609717,0.7586181716474559,0.757609805357192,0.7562599579669163,0.002598827876999443,0.9226653928821713,0.9196346340615383,0.9223450739606113,0.9163907551851492,0.9079934499049213,0.9178058611988783,0.005400923093180975,5,0.9715658617584527,0.9717094562799055,0.9713534614064827,0.9711909526092294,0.9719585354811976,0.9715556535070535,0.00026831391198771907,0.9253010692663465,0.9232119128211573,0.923115805395841,0.9269976802592294,0.9248084254575679,0.9246869786400286,0.001440527898588022,8,0.9321505478886544,0.9331737460877497,0.9309983746497639,0.9330143843418538,0.9331796921182345,0.9325033490172512,0.0008434981693525422
14.980737495422364,6.400292183036275,807.2506837368012,6.90018251734489,minkowski,15,1,uniform,"{'classifier__metric': 'minkowski', 'classifier__n_neighbors': 15, 'classifier__p': 1, 'classifier__weights': 'uniform'}",0.7730386861024618,0.7694045196343685,0.769513763879843,0.7774613309144612,0.7680582208177819,0.7714953042697833,0.0034084285754911316,5,0.8211626920886064,0.8259976926652979,0.8189894289279603,0.8253367894763688,0.8251816397399525,0.8233336485796372,0.0027607995993577704,0.924202872411338,0.9183160543734028,0.9261975646418099,0.9134293415230127,0.9057382493821065,0.9175768164663338,0.0074313068593320234,6,0.9862242603819256,0.98625172297063,0.9857242813168948,0.986020666210228,0.986447622985645,0.9861337107730648,0.00024538889152226734,0.9429216688722138,0.9427224971936401,0.9435883893086847,0.946110300028333,0.9438846739921661,0.9438455058790074,0.00120926084309167,5,0.955494500326445,0.9556999164690252,0.9541613869431562,0.9552645230769065,0.9564334533465554,0.9554107560324177,0.0007374067886458888
2.199609470367432,0.07601202777206921,782.8367959499359,14.381063877692457,minkowski,32,1,uniform,"{'classifier__metric': 'minkowski', 'classifier__n_neighbors': 32, 'classifier__p': 1, 'classifier__weights': 'uniform'}",0.739212883701043,0.7341911300240109,0.7318531799532418,0.7410149755737343,0.7328058966336226,0.7358156131771304,0.0036324380954029577,7,0.7695293261483905,0.7730921127669783,0.7658595711604498,0.7725373256959582,0.7734094036608705,0.7708855478865295,0.0028659004144289957,0.9228623585069684,0.921684734606824,0.9222118220062543,0.9137287956685315,0.9098738225630125,0.918072306670318,0.005276571782721798,4,0.9753108046926343,0.975017350001486,0.9744667055229448,0.9745708296035414,0.9754510159797887,0.974963341160079,0.00039043229099861075,0.9298479045753582,0.927937999733938,0.9281097000692431,0.9325786412137732,0.9298860334900211,0.9296720558164667,0.001671696974984182,7,0.9380531897696966,0.9387157904559846,0.936534047005149,0.938178688354636,0.9392416281145743,0.9381446687400082,0.0009091895284150656
2.217477560043335,0.054869602053462176,94.10289893150329,2.8587366803582097,euclidean,22,2,distance,"{'classifier__metric': 'euclidean', 'classifier__n_neighbors': 22, 'classifier__p': 2, 'classifier__weights': 'distance'}",0.7530096581757271,0.7469515473962883,0.7442548995295293,0.7489518583500476,0.7455961903902273,0.7477528307683639,0.003052886412791411,6,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.9189226855026019,0.9144226479597432,0.9155195260116568,0.9006787867997824,0.8997647387116634,0.9098616769970895,0.00801485148766064,8,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.9343698779991159,0.9330151201652339,0.9329858077454041,0.9366393184132449,0.9348479048719428,0.9343716058389884,0.0013512863362698524,6,1.0,1.0,1.0,1.0,1.0,1.0,0.0
4.581888723373413,0.5494053186497047,756.0878031253815,8.121340105869956,manhattan,45,2,uniform,"{'classifier__metric': 'manhattan', 'classifier__n_neighbors': 45, 'classifier__p': 2, 'classifier__weights': 'uniform'}",0.7163247859765839,0.7126113172603892,0.7101609353096372,0.7210238538586982,0.7111540359936176,0.7142549856797851,0.003979458077540211,9,0.7409645146157005,0.7453191277060043,0.7376117132033903,0.7447487195036685,0.7442927006171425,0.7425873551291812,0.0029131736820855185,0.9199303296605853,0.9172569734383831,0.9217940073419923,0.9177110211594111,0.9040425974102273,0.9161469858021197,0.00626732862576185,7,0.9674342314960412,0.9682278471028798,0.9673724539390737,0.966829064810289,0.9674641435507556,0.9674655481798078,0.00044628689721154524,0.9202572295495859,0.918247545472507,0.9176594974400616,0.9226005541149093,0.9196568096762111,0.9196843272506549,0.0017319140293159925,9,0.9265993075567953,0.9281216587360265,0.9251849052478045,0.9277296257703677,0.9277675683816936,0.9270806131385376,0.0010772431766717765
5.328289222717285,1.0889036066436406,93.87873544692994,1.8240162733196166,minkowski,6,2,distance,"{'classifier__metric': 'minkowski', 'classifier__n_neighbors': 6, 'classifier__p': 2, 'classifier__weights': 'distance'}",0.8214161807361091,0.8122447699306784,0.8134630473654345,0.8216940888285338,0.8142361375180354,0.8166108448757582,0.004087568872596047,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.9144920952826133,0.9064853799448294,0.9168593955732607,0.8974223747222663,0.8943697929325619,0.9059258076911062,0.008934065116615039,10,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.9576768995629447,0.9573930203025363,0.957433696303838,0.9612997307958175,0.9579423813368998,0.9583491456604072,0.0014883244200202654,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
3.3375227451324463,1.4890409324916019,709.4743803501129,47.45919522259089,manhattan,11,2,distance,"{'classifier__metric': 'manhattan', 'classifier__n_neighbors': 11, 'classifier__p': 2, 'classifier__weights': 'distance'}",0.7874024290233155,0.7867782548334606,0.7897500785978311,0.7978809080105699,0.7876565848445278,0.7898936510619411,0.004116630485800864,2,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.9213400988157654,0.9177952311234927,0.9290223565314731,0.9153981099161674,0.907056337818967,0.9181224268411732,0.007199293940137354,2,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.9484809396436885,0.9498995282380736,0.950343552696172,0.9531175058530817,0.9505259983626764,0.9504735049587385,0.0015040046334966238,2,1.0,1.0,1.0,1.0,1.0,1.0,0.0
